timestamp,city,aqi,weather_icon,wind_speed,humidity
2025-08-01T00:20:42.736998+07:00,Hồ Chí Minh,64,/dl/web/weather/ic-weather-04n.svg,15.0 km/h,80%
2025-08-01T01:31:34.623157+07:00,Hồ Chí Minh,60,/dl/web/weather/ic-weather-04n.svg,13.5 km/h,81%
2025-08-01T02:18:55.107892+07:00,Hồ Chí Minh,60,/dl/web/weather/ic-weather-04n.svg,12.4 km/h,83%
2025-08-01T03:23:45.632340+07:00,Hồ Chí Minh,58,/dl/web/weather/ic-weather-04n.svg,11.1 km/h,84%
2025-08-01T04:20:07.343372+07:00,Hồ Chí Minh,58,/dl/web/weather/ic-weather-04n.svg,10.0 km/h,84%
2025-08-01T05:20:28.268603+07:00,Hồ Chí Minh,63,/dl/web/weather/ic-weather-04n.svg,9.8 km/h,86%
2025-08-01T06:20:22.693977+07:00,Hồ Chí Minh,65,/dl/web/weather/ic-weather-04d.svg,9.7 km/h,88%
2025-08-01T08:59:12.085420+07:00,Hồ Chí Minh,66,/dl/web/weather/ic-weather-04d.svg,14.6 km/h,82%
2025-08-01T10:58:57.231340+07:00,Hồ Chí Minh,64,/dl/web/weather/ic-weather-03d.svg,16.7 km/h,71%
